filename,type_a,type_b,type_c,type_d,echo,top_folder,subfolder,subtype,species_common,species_latin,relative_path
XC920367 - Pond Myotis - Myotis dasycneme.wav,0,1,0,0,1,echolocation+type B,in flight,B.in_flight+echolocation,Pond Myotis,Myotis dasycneme,type B\in flight\XC920367 - Pond Myotis - Myotis dasycneme.wav
XC920371 - Pond Myotis - Myotis dasycneme.wav,0,1,0,0,1,echolocation+type B,in flight,B.in_flight+echolocation,Pond Myotis,Myotis dasycneme,type B\in flight\XC920371 - Pond Myotis - Myotis dasycneme.wav
XC920374 - Pond Myotis - Myotis dasycneme.wav,0,0,1,0,0,type C,General,C.general,Pond Myotis,Myotis dasycneme,type C\General\XC920374 - Pond Myotis - Myotis dasycneme.wav
XC920400 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Thrills Nathusius,D.thrills_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Thrills Nathusius\XC920400 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC920702 - Common Noctule - Nyctalus noctula.wav,0,0,1,1,1,echolocation+type C+type D,Noctule,C.noctule+D.noctule+echolocation,Common Noctule,Nyctalus noctula,type C\Noctule\XC920702 - Common Noctule - Nyctalus noctula.wav
XC920860 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,echolocation+type C,General,C.general+echolocation,Common Pipistrelle,Pipistrellus pipistrellus,type C\General\XC920860 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC920925 - Brown Long-eared Bat - Plecotus auritus.wav,0,0,1,0,0,type C,General,C.general,Brown Long-eared Bat,Plecotus auritus,type C\General\XC920925 - Brown Long-eared Bat - Plecotus auritus.wav
XC920929 - Brown Long-eared Bat - Plecotus auritus.wav,0,0,1,0,0,type C,General,C.general,Brown Long-eared Bat,Plecotus auritus,type C\General\XC920929 - Brown Long-eared Bat - Plecotus auritus.wav
XC920933 - Brown Long-eared Bat - Plecotus auritus.wav,0,0,1,0,0,type C,General,C.general,Brown Long-eared Bat,Plecotus auritus,type C\General\XC920933 - Brown Long-eared Bat - Plecotus auritus.wav
XC920935 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,1,0,0,1,echolocation+type B,roosting,B.roosting+echolocation,Common Pipistrelle,Pipistrellus pipistrellus,type B\roosting\XC920935 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC920936 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,1,0,0,1,echolocation+type B,roosting,B.roosting+echolocation,Common Pipistrelle,Pipistrellus pipistrellus,type B\roosting\XC920936 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC920937 - Brown Long-eared Bat - Plecotus auritus.wav,0,0,1,0,0,type C,General,C.general,Brown Long-eared Bat,Plecotus auritus,type C\General\XC920937 - Brown Long-eared Bat - Plecotus auritus.wav
XC920938 - Brown Long-eared Bat - Plecotus auritus.wav,0,1,0,0,0,type B,roosting,B.roosting,Brown Long-eared Bat,Plecotus auritus,type B\roosting\XC920938 - Brown Long-eared Bat - Plecotus auritus.wav
XC920940 - Brown Long-eared Bat - Plecotus auritus.wav,0,0,1,0,0,type C,General,C.general,Brown Long-eared Bat,Plecotus auritus,type C\General\XC920940 - Brown Long-eared Bat - Plecotus auritus.wav
XC920941 - Brown Long-eared Bat - Plecotus auritus.wav,0,0,1,0,0,type C,General,C.general,Brown Long-eared Bat,Plecotus auritus,type C\General\XC920941 - Brown Long-eared Bat - Plecotus auritus.wav
XC920943 - Brown Long-eared Bat - Plecotus auritus.wav,0,0,1,0,0,type C,General,C.general,Brown Long-eared Bat,Plecotus auritus,type C\General\XC920943 - Brown Long-eared Bat - Plecotus auritus.wav
XC920951 - Brown Long-eared Bat - Plecotus auritus.wav,0,0,1,0,0,type C,General,C.general,Brown Long-eared Bat,Plecotus auritus,type C\General\XC920951 - Brown Long-eared Bat - Plecotus auritus.wav
XC920954 - Brown Long-eared Bat - Plecotus auritus.wav,0,0,1,0,0,type C,General,C.general,Brown Long-eared Bat,Plecotus auritus,type C\General\XC920954 - Brown Long-eared Bat - Plecotus auritus.wav
XC920956 - Brown Long-eared Bat - Plecotus auritus.wav,0,0,1,0,0,type C,General,C.general,Brown Long-eared Bat,Plecotus auritus,type C\General\XC920956 - Brown Long-eared Bat - Plecotus auritus.wav
XC920961 - Brown Long-eared Bat - Plecotus auritus.wav,0,1,1,0,0,type B+type C,roosting,B.roosting+C.general,Brown Long-eared Bat,Plecotus auritus,type B\roosting\XC920961 - Brown Long-eared Bat - Plecotus auritus.wav
XC920967 - Brown Long-eared Bat - Plecotus auritus.wav,0,1,0,0,0,type B,roosting,B.roosting,Brown Long-eared Bat,Plecotus auritus,type B\roosting\XC920967 - Brown Long-eared Bat - Plecotus auritus.wav
XC920986 - Brown Long-eared Bat - Plecotus auritus.wav,0,1,1,0,0,type B+type C,roosting,B.roosting+C.general,Brown Long-eared Bat,Plecotus auritus,type B\roosting\XC920986 - Brown Long-eared Bat - Plecotus auritus.wav
XC920989 - Brown Long-eared Bat - Plecotus auritus.wav,0,0,1,0,0,type C,General,C.general,Brown Long-eared Bat,Plecotus auritus,type C\General\XC920989 - Brown Long-eared Bat - Plecotus auritus.wav
XC921142 - Brown Long-eared Bat - Plecotus auritus.wav,0,0,1,0,0,type C,General,C.general,Brown Long-eared Bat,Plecotus auritus,type C\General\XC921142 - Brown Long-eared Bat - Plecotus auritus.wav
XC921143 - Brown Long-eared Bat - Plecotus auritus.wav,0,1,1,0,0,type B+type C,roosting,B.roosting+C.general,Brown Long-eared Bat,Plecotus auritus,type B\roosting\XC921143 - Brown Long-eared Bat - Plecotus auritus.wav
XC921145 - Brown Long-eared Bat - Plecotus auritus.wav,1,0,0,0,0,type A,,type_a,Brown Long-eared Bat,Plecotus auritus,type A\XC921145 - Brown Long-eared Bat - Plecotus auritus.wav
XC921146 - Brown Long-eared Bat - Plecotus auritus.wav,1,0,0,0,0,type A,,type_a,Brown Long-eared Bat,Plecotus auritus,type A\XC921146 - Brown Long-eared Bat - Plecotus auritus.wav
XC921148 - Brown Long-eared Bat - Plecotus auritus.wav,0,0,1,0,1,echolocation+type C,General,C.general+echolocation,Brown Long-eared Bat,Plecotus auritus,type C\General\XC921148 - Brown Long-eared Bat - Plecotus auritus.wav
XC921150 - Brown Long-eared Bat - Plecotus auritus.wav,0,0,1,0,0,type C,General,C.general,Brown Long-eared Bat,Plecotus auritus,type C\General\XC921150 - Brown Long-eared Bat - Plecotus auritus.wav
XC921154 - Brown Long-eared Bat - Plecotus auritus.wav,0,0,1,0,0,type C,General,C.general,Brown Long-eared Bat,Plecotus auritus,type C\General\XC921154 - Brown Long-eared Bat - Plecotus auritus.wav
XC921156 - Brown Long-eared Bat - Plecotus auritus.wav,1,0,0,0,0,type A,,type_a,Brown Long-eared Bat,Plecotus auritus,type A\XC921156 - Brown Long-eared Bat - Plecotus auritus.wav
XC921157 - Brown Long-eared Bat - Plecotus auritus.wav,0,1,1,0,0,type B+type C,roosting,B.roosting+C.general,Brown Long-eared Bat,Plecotus auritus,type B\roosting\XC921157 - Brown Long-eared Bat - Plecotus auritus.wav
XC921158 - Brown Long-eared Bat - Plecotus auritus.wav,0,0,1,0,0,type C,General,C.general,Brown Long-eared Bat,Plecotus auritus,type C\General\XC921158 - Brown Long-eared Bat - Plecotus auritus.wav
XC921159 - Brown Long-eared Bat - Plecotus auritus.wav,0,0,1,0,0,type C,General,C.general,Brown Long-eared Bat,Plecotus auritus,type C\General\XC921159 - Brown Long-eared Bat - Plecotus auritus.wav
XC921161 - Brown Long-eared Bat - Plecotus auritus.wav,0,0,1,0,0,type C,General,C.general,Brown Long-eared Bat,Plecotus auritus,type C\General\XC921161 - Brown Long-eared Bat - Plecotus auritus.wav
XC921162 - Brown Long-eared Bat - Plecotus auritus.wav,0,0,1,0,0,type C,General,C.general,Brown Long-eared Bat,Plecotus auritus,type C\General\XC921162 - Brown Long-eared Bat - Plecotus auritus.wav
XC921163 - Brown Long-eared Bat - Plecotus auritus.wav,0,1,1,0,0,type B+type C,roosting,B.roosting+C.general,Brown Long-eared Bat,Plecotus auritus,type B\roosting\XC921163 - Brown Long-eared Bat - Plecotus auritus.wav
XC921164 - Brown Long-eared Bat - Plecotus auritus.wav,0,1,0,0,0,type B,roosting,B.roosting,Brown Long-eared Bat,Plecotus auritus,type B\roosting\XC921164 - Brown Long-eared Bat - Plecotus auritus.wav
XC921165 - Brown Long-eared Bat - Plecotus auritus.wav,0,1,0,0,0,type B,roosting,B.roosting,Brown Long-eared Bat,Plecotus auritus,type B\roosting\XC921165 - Brown Long-eared Bat - Plecotus auritus.wav
XC921166 - Brown Long-eared Bat - Plecotus auritus.wav,0,1,1,0,0,type B+type C,roosting,B.roosting+C.general,Brown Long-eared Bat,Plecotus auritus,type B\roosting\XC921166 - Brown Long-eared Bat - Plecotus auritus.wav
XC921167 - Brown Long-eared Bat - Plecotus auritus.wav,0,1,1,0,0,type B+type C,roosting,B.roosting+C.general,Brown Long-eared Bat,Plecotus auritus,type B\roosting\XC921167 - Brown Long-eared Bat - Plecotus auritus.wav
XC921169 - Brown Long-eared Bat - Plecotus auritus.wav,0,0,1,0,0,type C,General,C.general,Brown Long-eared Bat,Plecotus auritus,type C\General\XC921169 - Brown Long-eared Bat - Plecotus auritus.wav
XC921173 - Brown Long-eared Bat - Plecotus auritus.wav,0,0,1,0,0,type C,General,C.general,Brown Long-eared Bat,Plecotus auritus,type C\General\XC921173 - Brown Long-eared Bat - Plecotus auritus.wav
XC921314 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,1,0,0,1,echolocation+type B,in flight,B.in_flight+echolocation,Common Pipistrelle,Pipistrellus pipistrellus,type B\in flight\XC921314 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC921407 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,echolocation+type C,C.d flying,C.d_flying+echolocation,Common Pipistrelle,Pipistrellus pipistrellus,type C\C.d flying\XC921407 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC921716 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+D.part_e_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC921716 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC923069 - Eurasian Serotine - Eptesicus serotinus.wav,0,0,1,0,1,echolocation+type C,General,C.general+echolocation,Eurasian Serotine,Eptesicus serotinus,type C\General\XC923069 - Eurasian Serotine - Eptesicus serotinus.wav
XC924349 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC924349 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC924352 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC924352 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC924445 - Brown Long-eared Bat - Plecotus auritus.wav,0,0,1,0,0,type C,General,C.general,Brown Long-eared Bat,Plecotus auritus,type C\General\XC924445 - Brown Long-eared Bat - Plecotus auritus.wav
XC924450 - Brown Long-eared Bat - Plecotus auritus.wav,0,1,0,0,0,type B,roosting,B.roosting,Brown Long-eared Bat,Plecotus auritus,type B\roosting\XC924450 - Brown Long-eared Bat - Plecotus auritus.wav
XC924457 - Brown Long-eared Bat - Plecotus auritus.wav,0,0,1,0,0,type C,General,C.general,Brown Long-eared Bat,Plecotus auritus,type C\General\XC924457 - Brown Long-eared Bat - Plecotus auritus.wav
XC924464 - Brown Long-eared Bat - Plecotus auritus.wav,0,0,1,0,0,type C,General,C.general,Brown Long-eared Bat,Plecotus auritus,type C\General\XC924464 - Brown Long-eared Bat - Plecotus auritus.wav
XC924465 - Brown Long-eared Bat - Plecotus auritus.wav,0,1,0,0,0,type B,roosting,B.roosting,Brown Long-eared Bat,Plecotus auritus,type B\roosting\XC924465 - Brown Long-eared Bat - Plecotus auritus.wav
XC924466 - Brown Long-eared Bat - Plecotus auritus.wav,0,0,1,0,1,echolocation+type C,General,C.general+echolocation,Brown Long-eared Bat,Plecotus auritus,type C\General\XC924466 - Brown Long-eared Bat - Plecotus auritus.wav
XC924467 - Brown Long-eared Bat - Plecotus auritus.wav,0,0,1,0,0,type C,General,C.general,Brown Long-eared Bat,Plecotus auritus,type C\General\XC924467 - Brown Long-eared Bat - Plecotus auritus.wav
XC924468 - Brown Long-eared Bat - Plecotus auritus.wav,0,0,1,0,1,echolocation+type C,General,C.general+echolocation,Brown Long-eared Bat,Plecotus auritus,type C\General\XC924468 - Brown Long-eared Bat - Plecotus auritus.wav
XC924469 - Brown Long-eared Bat - Plecotus auritus.wav,0,0,1,0,0,type C,General,C.general,Brown Long-eared Bat,Plecotus auritus,type C\General\XC924469 - Brown Long-eared Bat - Plecotus auritus.wav
XC924472 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,0,type C,General,C.general,Common Pipistrelle,Pipistrellus pipistrellus,type C\General\XC924472 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC924475 - Brown Long-eared Bat - Plecotus auritus.wav,0,0,1,0,0,type C,General,C.general,Brown Long-eared Bat,Plecotus auritus,type C\General\XC924475 - Brown Long-eared Bat - Plecotus auritus.wav
XC924476 - Brown Long-eared Bat - Plecotus auritus.wav,0,0,1,0,0,type C,General,C.general,Brown Long-eared Bat,Plecotus auritus,type C\General\XC924476 - Brown Long-eared Bat - Plecotus auritus.wav
XC924477 - Brown Long-eared Bat - Plecotus auritus.wav,0,0,1,0,0,type C,General,C.general,Brown Long-eared Bat,Plecotus auritus,type C\General\XC924477 - Brown Long-eared Bat - Plecotus auritus.wav
XC924478 - Brown Long-eared Bat - Plecotus auritus.wav,0,0,1,0,0,type C,General,C.general,Brown Long-eared Bat,Plecotus auritus,type C\General\XC924478 - Brown Long-eared Bat - Plecotus auritus.wav
XC924479 - Brown Long-eared Bat - Plecotus auritus.wav,0,0,1,0,0,type C,General,C.general,Brown Long-eared Bat,Plecotus auritus,type C\General\XC924479 - Brown Long-eared Bat - Plecotus auritus.wav
XC924481 - Brown Long-eared Bat - Plecotus auritus.wav,0,0,1,0,0,type C,General,C.general,Brown Long-eared Bat,Plecotus auritus,type C\General\XC924481 - Brown Long-eared Bat - Plecotus auritus.wav
XC924487 - Brown Long-eared Bat - Plecotus auritus.wav,0,0,1,0,1,echolocation+type C,General,C.general+echolocation,Brown Long-eared Bat,Plecotus auritus,type C\General\XC924487 - Brown Long-eared Bat - Plecotus auritus.wav
XC924489 - Brown Long-eared Bat - Plecotus auritus.wav,0,0,1,0,0,type C,General,C.general,Brown Long-eared Bat,Plecotus auritus,type C\General\XC924489 - Brown Long-eared Bat - Plecotus auritus.wav
XC924492 - Brown Long-eared Bat - Plecotus auritus.wav,0,0,1,0,0,type C,General,C.general,Brown Long-eared Bat,Plecotus auritus,type C\General\XC924492 - Brown Long-eared Bat - Plecotus auritus.wav
XC924493 - Brown Long-eared Bat - Plecotus auritus.wav,0,0,1,0,1,echolocation+type C,General,C.general+echolocation,Brown Long-eared Bat,Plecotus auritus,type C\General\XC924493 - Brown Long-eared Bat - Plecotus auritus.wav
XC924494 - Brown Long-eared Bat - Plecotus auritus.wav,1,0,0,0,0,type A,,type_a,Brown Long-eared Bat,Plecotus auritus,type A\XC924494 - Brown Long-eared Bat - Plecotus auritus.wav
XC924495 - Brown Long-eared Bat - Plecotus auritus.wav,0,1,0,0,0,type B,roosting,B.roosting,Brown Long-eared Bat,Plecotus auritus,type B\roosting\XC924495 - Brown Long-eared Bat - Plecotus auritus.wav
XC924684 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+D.part_e_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC924684 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC924811 - Common Noctule - Nyctalus noctula.wav,0,0,1,0,1,echolocation+type C,C.d flying,C.d_flying+echolocation,Common Noctule,Nyctalus noctula,type C\C.d flying\XC924811 - Common Noctule - Nyctalus noctula.wav
XC924813 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC924813 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC924818 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,0,type D,Part D Nathusius,D.part_d_nathusius,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC924818 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC924994 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC924994 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC924997 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC924997 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC925297 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC925297 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC925299 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC925299 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC925804 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC925804 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC925819 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC925819 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC925831 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC925831 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC925837 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part E Nathusius,D.part_e_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part E Nathusius\XC925837 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC926253 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,0,type D,Part D Nathusius,D.part_d_nathusius,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC926253 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC927312 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC927312 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC927315 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC927315 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC927317 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC927317 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC927333 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,0,type D,Part D Nathusius,D.part_d_nathusius,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC927333 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC927339 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC927339 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC927341 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC927341 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC927477 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC927477 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC928072 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC928072 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC928080 - Pond Myotis - Myotis dasycneme.wav,0,1,0,0,1,echolocation+type B,in flight,B.in_flight+echolocation,Pond Myotis,Myotis dasycneme,type B\in flight\XC928080 - Pond Myotis - Myotis dasycneme.wav
XC928168 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Thrills Nathusius,D.thrills_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Thrills Nathusius\XC928168 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC928878 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC928878 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC928880 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC928880 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC928897 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC928897 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC928904 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC928904 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC928927 - Pond Myotis - Myotis dasycneme.wav,0,1,0,0,1,echolocation+type B,in flight,B.in_flight+echolocation,Pond Myotis,Myotis dasycneme,type B\in flight\XC928927 - Pond Myotis - Myotis dasycneme.wav
XC928994 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,1,0,0,1,echolocation+type B,roosting,B.roosting+echolocation,Common Pipistrelle,Pipistrellus pipistrellus,type B\roosting\XC928994 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC929477 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,1,1,1,echolocation+type C+type D,General,C.general+D.part_e_nathusius+D.thrills_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type C\General\XC929477 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC929478 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,1,1,1,echolocation+type C+type D,General,C.general+D.part_e_nathusius+D.thrills_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type C\General\XC929478 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC929599 - Brown Long-eared Bat - Plecotus auritus.wav,0,0,1,0,0,type C,General,C.general,Brown Long-eared Bat,Plecotus auritus,type C\General\XC929599 - Brown Long-eared Bat - Plecotus auritus.wav
XC929607 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,0,type D,Part D Nathusius,D.part_d_nathusius,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC929607 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC929653 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,0,type D,Part D Nathusius,D.part_d_nathusius,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC929653 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC929654 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,0,type D,Part D Nathusius,D.part_d_nathusius,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC929654 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC929664 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,1,1,0,type C+type D,General,C.general+D.part_d_nathusius,Nathusius's Pipistrelle,Pipistrellus nathusii,type C\General\XC929664 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC929668 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,0,type D,Part D Nathusius,D.part_d_nathusius,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC929668 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC929673 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC929673 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC929676 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC929676 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC929680 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+D.thrills_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC929680 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC929707 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC929707 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
